timestamp,plant,environment,temperature,humidity,soil,water_required
2026-07-30 12:22:04,Basil,Indoor,27.9,60.8,73,0
2026-07-30 12:22:06,Basil,Indoor,27.9,60.8,73,0
2026-07-30 12:22:08,Basil,Indoor,27.9,60.8,73,0
2026-07-30 12:22:10,Basil,Indoor,27.9,60.7,73,0
2026-07-30 12:22:12,Basil,Indoor,27.9,60.7,74,0
2026-07-30 12:22:14,Basil,Indoor,27.9,60.7,73,0
2026-07-30 12:22:16,Basil,Indoor,27.9,60.7,74,0
2026-07-30 12:22:18,Basil,Indoor,27.9,60.7,73,0
2026-07-30 12:22:20,Basil,Indoor,27.9,60.7,73,0
2026-07-30 12:22:23,Basil,Indoor,27.9,60.7,73,0
2026-07-30 12:22:25,Basil,Indoor,27.9,60.7,73,0
2026-07-30 12:22:27,Basil,Indoor,27.9,60.7,72,0
2026-07-30 12:22:29,Basil,Indoor,27.9,60.7,73,0
2026-07-30 12:22:31,Basil,Indoor,27.9,60.7,73,0
2026-07-30 12:22:33,Basil,Indoor,27.9,60.7,72,0
2026-07-30 12:22:35,Basil,Indoor,28.0,60.6,72,0
2026-07-30 12:22:37,Basil,Indoor,27.9,60.7,73,0
2026-07-30 12:22:39,Basil,Indoor,28.0,60.6,72,0
2026-07-30 12:22:41,Basil,Indoor,27.9,60.6,73,0
2026-07-30 12:24:09,Basil,Indoor,27.9,60.6,100,0
2026-07-30 12:24:11,Basil,Indoor,28.0,60.8,100,0
2026-07-30 12:24:13,Basil,Indoor,28.0,60.8,100,0
2026-07-30 12:24:15,Basil,Indoor,28.0,60.8,100,0
2026-07-30 12:24:17,Basil,Indoor,28.0,60.8,100,0
2026-07-30 12:24:19,Basil,Indoor,28.0,60.8,100,0
2026-07-30 12:24:22,Basil,Indoor,28.0,60.8,100,0
2026-07-30 12:24:24,Basil,Indoor,28.0,60.8,0,1
2026-07-30 12:24:26,Basil,Indoor,28.0,60.8,99,0
2026-07-30 12:24:28,Basil,Indoor,28.0,61.0,96,0
2026-07-30 12:24:30,Basil,Indoor,28.0,61.0,95,0
2026-07-30 12:24:32,Basil,Indoor,28.0,61.1,94,0
2026-07-30 12:24:34,Basil,Indoor,28.0,61.1,94,0
2026-07-30 12:24:36,Basil,Indoor,28.0,61.2,94,0
2026-07-30 12:24:38,Basil,Indoor,28.0,61.2,93,0
2026-07-30 12:24:40,Basil,Indoor,28.0,61.3,91,0
2026-07-30 12:24:42,Basil,Indoor,28.0,61.3,90,0
2026-07-30 12:24:44,Basil,Indoor,28.0,61.3,90,0
2026-07-30 12:24:46,Basil,Indoor,28.0,61.3,89,0
2026-07-30 12:24:48,Basil,Indoor,28.0,61.3,88,0
2026-07-30 12:24:51,Basil,Indoor,28.0,61.3,88,0
2026-07-30 12:24:53,Basil,Indoor,28.0,61.2,88,0
2026-07-30 12:24:55,Basil,Indoor,28.0,61.2,88,0
2026-07-30 12:24:57,Basil,Indoor,28.0,61.2,87,0
2026-07-30 12:24:59,Basil,Indoor,28.0,61.1,86,0
2026-07-30 12:25:01,Basil,Indoor,28.0,61.1,87,0
2026-07-30 12:25:03,Basil,Indoor,28.0,61.1,86,0
2026-07-30 12:25:05,Basil,Indoor,28.0,61.1,86,0
2026-07-30 12:25:07,Basil,Indoor,28.0,61.1,86,0
2026-07-30 12:25:09,Basil,Indoor,28.0,61.1,86,0
2026-07-30 12:25:11,Basil,Indoor,28.0,61.1,86,0
2026-07-30 12:25:13,Basil,Indoor,28.0,61.2,86,0
2026-07-30 12:25:15,Basil,Indoor,28.0,61.2,85,0
2026-07-30 12:25:17,Basil,Indoor,28.0,61.2,85,0
2026-07-30 12:25:19,Basil,Indoor,28.0,61.2,85,0
2026-07-30 12:25:21,Basil,Indoor,28.0,61.2,85,0
2026-07-30 12:25:23,Basil,Indoor,28.0,61.1,85,0
2026-07-30 12:25:25,Basil,Indoor,28.0,61.1,85,0
2026-07-30 12:25:28,Basil,Indoor,28.0,61.1,85,0
2026-07-30 12:25:30,Basil,Indoor,28.0,61.0,85,0
2026-07-30 12:25:32,Basil,Indoor,28.0,61.0,85,0
2026-07-30 12:25:34,Basil,Indoor,28.0,61.0,85,0
2026-07-30 12:25:36,Basil,Indoor,28.0,61.0,85,0
2026-07-30 12:25:38,Basil,Indoor,28.0,61.0,84,0
2026-07-30 12:25:40,Basil,Indoor,28.0,61.0,84,0
2026-07-30 12:25:42,Basil,Indoor,28.0,61.0,85,0
2026-07-30 12:25:44,Basil,Indoor,28.0,61.0,85,0
2026-07-30 12:25:46,Basil,Indoor,28.0,61.0,85,0
2026-07-30 12:25:48,Basil,Indoor,28.0,61.0,85,0
2026-07-30 12:25:50,Basil,Indoor,28.0,61.0,86,0
2026-07-30 12:25:52,Basil,Indoor,28.0,61.1,85,0
2026-07-30 12:25:54,Basil,Indoor,28.0,61.1,86,0
2026-07-30 12:25:56,Basil,Indoor,28.0,61.1,84,0
2026-07-30 12:25:58,Basil,Indoor,28.0,61.1,85,0
2026-07-30 12:26:00,Basil,Indoor,28.0,61.1,85,0
2026-07-30 12:26:02,Basil,Indoor,28.0,61.1,85,0
2026-07-30 12:26:04,Basil,Indoor,28.0,61.1,85,0
2026-07-30 12:26:07,Basil,Indoor,28.0,61.2,85,0
2026-07-30 12:26:09,Basil,Indoor,28.0,61.2,85,0
2026-07-30 12:26:11,Basil,Indoor,28.0,61.3,85,0
2026-07-30 12:26:13,Basil,Indoor,28.0,61.3,85,0
2026-07-30 12:26:15,Basil,Indoor,28.0,61.3,85,0
2026-07-30 12:26:17,Basil,Indoor,28.0,61.3,84,0
2026-07-30 12:26:19,Basil,Indoor,28.0,61.3,84,0
2026-07-30 12:26:21,Basil,Indoor,28.0,61.3,85,0
2026-07-30 12:26:23,Basil,Indoor,28.0,61.3,84,0
2026-07-30 12:26:25,Basil,Indoor,28.0,61.3,85,0
2026-07-30 12:26:27,Basil,Indoor,28.0,61.3,85,0
2026-07-30 12:26:29,Basil,Indoor,28.0,61.3,85,0
2026-07-30 12:26:31,Basil,Indoor,28.0,61.3,85,0
2026-07-30 12:26:33,Basil,Indoor,28.0,61.3,85,0
2026-07-30 12:26:35,Basil,Indoor,28.0,61.2,84,0
2026-07-30 12:26:37,Basil,Indoor,28.0,61.2,84,0
2026-07-30 12:26:39,Basil,Indoor,28.0,61.2,84,0
2026-07-30 12:26:41,Basil,Indoor,28.0,61.2,84,0
2026-07-30 12:26:43,Basil,Indoor,28.0,61.2,84,0
2026-07-30 12:26:45,Basil,Indoor,28.0,61.2,84,0
2026-07-30 12:26:48,Basil,Indoor,28.0,61.2,84,0
2026-07-30 12:26:50,Basil,Indoor,28.0,61.2,84,0
2026-07-30 12:26:52,Basil,Indoor,28.0,61.2,83,0
2026-07-30 12:26:54,Basil,Indoor,28.0,61.2,84,0
2026-07-30 12:26:56,Basil,Indoor,28.0,61.2,84,0
2026-07-30 12:26:58,Basil,Indoor,28.0,61.2,84,0
2026-07-30 12:27:00,Basil,Indoor,28.0,61.2,84,0
2026-07-30 12:27:02,Basil,Indoor,28.0,61.2,83,0
2026-07-30 12:27:04,Basil,Indoor,28.0,61.2,84,0
2026-07-30 12:27:06,Basil,Indoor,28.0,61.2,83,0
2026-07-30 12:27:08,Basil,Indoor,28.0,61.2,84,0
2026-07-30 12:27:10,Basil,Indoor,28.0,61.1,84,0
2026-07-30 12:27:12,Basil,Indoor,28.0,61.1,84,0
2026-07-30 12:27:14,Basil,Indoor,28.0,61.1,84,0
2026-07-30 12:27:16,Basil,Indoor,28.0,61.1,83,0
2026-07-30 12:27:18,Basil,Indoor,28.0,61.0,83,0
2026-07-30 12:27:20,Basil,Indoor,28.0,61.0,83,0
2026-07-30 12:27:23,Basil,Indoor,28.0,61.0,83,0
2026-07-30 12:27:25,Basil,Indoor,28.0,61.0,82,0
2026-07-30 12:27:27,Basil,Indoor,28.0,61.0,82,0
2026-07-30 12:27:29,Basil,Indoor,28.0,61.0,82,0
2026-07-30 12:27:31,Basil,Indoor,28.0,61.0,83,0
2026-07-30 12:32:34,Basil,Indoor,28.0,60.9,75,0
2026-07-30 12:32:36,Basil,Indoor,28.0,61.1,75,0
2026-07-30 12:32:38,Basil,Indoor,28.0,61.1,76,0
2026-07-30 12:32:40,Basil,Indoor,28.0,61.1,76,0
2026-07-30 12:32:42,Basil,Indoor,28.0,61.1,76,0
2026-07-30 12:32:44,Basil,Indoor,28.0,61.1,76,0
2026-07-30 12:32:46,Basil,Indoor,28.0,61.1,75,0
2026-07-30 12:32:49,Basil,Indoor,28.0,61.1,75,0
2026-07-30 12:32:51,Basil,Indoor,28.0,61.1,75,0
2026-07-30 12:32:53,Basil,Indoor,28.0,61.1,75,0
2026-07-30 12:32:55,Basil,Indoor,28.0,61.1,75,0
2026-07-30 12:32:57,Basil,Indoor,28.0,61.1,74,0
2026-07-30 12:32:59,Basil,Indoor,28.0,61.1,75,0
2026-07-30 12:33:02,Basil,Indoor,28.0,61.1,75,0
2026-07-30 12:33:04,Basil,Indoor,28.0,61.1,75,0
2026-07-30 12:33:06,Basil,Indoor,28.0,61.2,75,0
2026-07-30 12:33:08,Basil,Indoor,28.0,61.2,75,0
2026-07-30 12:33:10,Basil,Indoor,28.0,61.2,75,0
2026-07-30 12:33:12,Basil,Indoor,28.0,61.2,75,0
2026-07-30 12:36:37,Basil,Indoor,28.0,61.2,73,0
2026-07-30 12:36:39,Basil,Indoor,28.0,62.2,72,0
2026-07-30 12:36:42,Basil,Indoor,28.0,62.2,73,0
2026-07-30 12:36:44,Basil,Indoor,28.0,62.1,73,0
2026-07-30 12:36:46,Basil,Indoor,28.0,62.1,72,0
2026-07-30 12:36:48,Basil,Indoor,28.0,62.1,72,0
2026-07-30 12:36:50,Basil,Indoor,28.0,62.0,73,0
2026-07-30 12:36:52,Basil,Indoor,28.0,62.0,74,0
2026-07-30 12:36:54,Basil,Indoor,28.0,62.0,74,0
2026-07-30 12:36:56,Basil,Indoor,28.0,61.9,74,0
2026-07-30 12:36:58,Basil,Indoor,28.0,61.8,74,0
2026-07-30 12:37:00,Basil,Indoor,28.0,61.8,74,0
2026-07-30 12:37:02,Basil,Indoor,28.0,61.8,74,0
2026-07-30 12:37:05,Basil,Indoor,28.0,61.8,74,0
2026-07-30 12:37:07,Basil,Indoor,28.0,61.7,74,0
2026-07-30 12:37:09,Basil,Indoor,28.0,61.7,74,0
2026-07-30 12:37:11,Basil,Indoor,28.0,61.6,73,0
2026-07-30 12:37:13,Basil,Indoor,28.0,61.6,74,0
2026-07-30 12:37:15,Basil,Indoor,28.0,61.6,73,0
2026-07-30 12:37:17,Basil,Indoor,28.0,61.6,73,0
2026-07-30 12:37:19,Basil,Indoor,28.0,61.6,73,0
2026-07-30 12:37:21,Basil,Indoor,28.0,61.6,73,0
2026-07-30 12:37:23,Basil,Indoor,28.0,61.6,73,0
2026-07-30 12:37:25,Basil,Indoor,28.0,61.6,72,0
2026-07-30 12:37:27,Basil,Indoor,28.0,61.6,73,0
2026-07-30 12:37:29,Basil,Indoor,28.0,61.7,71,0
2026-07-30 12:37:31,Basil,Indoor,28.0,61.7,72,0
2026-07-30 12:37:33,Basil,Indoor,28.0,61.7,72,0
2026-07-30 12:37:35,Basil,Indoor,28.0,61.8,74,0
2026-07-30 12:37:37,Basil,Indoor,28.0,61.8,72,0
2026-07-30 12:37:39,Basil,Indoor,28.0,61.8,72,0
2026-07-30 12:37:41,Basil,Indoor,28.0,61.8,72,0
2026-07-30 12:37:44,Basil,Indoor,28.0,61.8,72,0
2026-07-30 12:37:46,Basil,Indoor,28.0,61.8,72,0
2026-07-30 12:37:48,Basil,Indoor,28.0,61.8,72,0
2026-07-30 12:37:50,Basil,Indoor,28.0,61.9,72,0
2026-07-30 12:37:52,Basil,Indoor,28.0,62.0,73,0
2026-07-30 12:37:54,Basil,Indoor,28.0,62.0,74,0
2026-07-30 12:37:56,Basil,Indoor,28.0,62.0,73,0
2026-07-30 12:37:58,Basil,Indoor,28.0,62.0,72,0
2026-07-30 12:38:00,Basil,Indoor,28.0,62.1,73,0
2026-07-30 12:38:02,Basil,Indoor,28.0,62.1,72,0
2026-07-30 12:38:04,Basil,Indoor,28.0,62.1,72,0
2026-07-30 12:38:06,Basil,Indoor,28.0,62.1,72,0
2026-07-30 12:38:08,Basil,Indoor,28.0,62.2,72,0
2026-07-30 12:38:10,Basil,Indoor,28.0,62.2,72,0
2026-07-30 12:38:12,Basil,Indoor,28.0,62.2,72,0
2026-07-30 12:38:14,Basil,Indoor,28.0,62.3,71,0
2026-07-30 12:38:16,Basil,Indoor,28.0,62.3,71,0
2026-07-30 12:38:19,Basil,Indoor,28.0,62.3,71,0
2026-07-30 12:38:21,Basil,Indoor,28.0,62.3,71,0
2026-07-30 12:38:23,Basil,Indoor,28.0,62.4,72,0
2026-07-30 12:38:25,Basil,Indoor,28.0,62.4,71,0
2026-07-30 12:38:27,Basil,Indoor,28.0,62.5,71,0
2026-07-30 12:38:29,Basil,Indoor,28.0,62.5,72,0
2026-07-30 12:38:31,Basil,Indoor,28.0,62.5,72,0
2026-07-30 12:38:33,Basil,Indoor,28.0,62.6,72,0
2026-07-30 12:38:35,Basil,Indoor,28.0,62.6,72,0
2026-07-30 12:38:37,Basil,Indoor,28.0,62.6,72,0
2026-07-30 12:38:39,Basil,Indoor,28.0,62.6,72,0
2026-07-30 12:38:41,Basil,Indoor,28.0,62.6,72,0
2026-07-30 12:38:43,Basil,Indoor,28.0,62.6,71,0
2026-07-30 12:38:45,Basil,Indoor,28.0,62.6,71,0
2026-07-30 12:38:47,Basil,Indoor,28.0,62.6,71,0
2026-07-30 12:38:49,Basil,Indoor,28.0,62.6,71,0
2026-07-30 12:38:52,Basil,Indoor,28.0,62.6,72,0
2026-07-30 12:38:54,Basil,Indoor,28.0,62.6,72,0
2026-07-30 12:38:56,Basil,Indoor,28.0,62.6,71,0
2026-07-30 12:38:58,Basil,Indoor,28.0,62.6,71,0
2026-07-30 12:39:00,Basil,Indoor,28.0,62.6,71,0
2026-07-30 12:39:02,Basil,Indoor,28.0,62.6,73,0
2026-07-30 12:39:04,Basil,Indoor,28.0,62.6,72,0
2026-07-30 12:39:06,Basil,Indoor,28.0,62.6,72,0
2026-07-30 12:39:08,Basil,Indoor,28.0,62.7,72,0
2026-07-30 12:39:10,Basil,Indoor,28.0,62.7,72,0
2026-07-30 12:39:12,Basil,Indoor,28.0,62.7,72,0
2026-07-30 12:39:14,Basil,Indoor,28.0,62.7,71,0
2026-07-30 12:39:16,Basil,Indoor,28.0,62.8,72,0
2026-07-30 12:39:18,Basil,Indoor,28.0,62.8,71,0
2026-07-30 12:39:20,Basil,Indoor,28.0,62.8,71,0
2026-07-30 12:39:22,Basil,Indoor,28.0,63.0,70,0
2026-07-30 12:39:24,Basil,Indoor,28.0,63.0,71,0
2026-07-30 12:39:26,Basil,Indoor,28.0,63.0,72,0
2026-07-30 12:39:29,Basil,Indoor,28.0,63.0,71,0
2026-07-30 12:39:31,Basil,Indoor,28.0,63.0,71,0
2026-07-30 12:39:33,Basil,Indoor,28.0,63.0,74,0
2026-07-30 12:39:35,Basil,Indoor,28.0,63.0,72,0
2026-07-30 12:39:37,Basil,Indoor,28.0,63.0,72,0
2026-07-30 12:39:39,Basil,Indoor,28.0,63.0,71,0
2026-07-30 12:39:41,Basil,Indoor,28.0,62.9,71,0
2026-07-30 12:39:43,Basil,Indoor,28.0,62.8,71,0
2026-07-30 12:39:45,Basil,Indoor,28.0,62.8,71,0
2026-07-30 12:39:47,Basil,Indoor,28.0,62.8,71,0
2026-07-30 12:39:49,Basil,Indoor,28.0,62.8,70,0
2026-07-30 12:39:51,Basil,Indoor,28.0,62.7,71,0
2026-07-30 12:39:53,Basil,Indoor,28.0,62.7,71,0
2026-07-30 12:39:55,Basil,Indoor,28.0,62.7,71,0
2026-07-30 12:39:57,Basil,Indoor,28.0,62.7,71,0
2026-07-30 12:39:59,Basil,Indoor,28.0,62.7,71,0
2026-07-30 12:40:02,Basil,Indoor,28.0,62.7,71,0
2026-07-30 12:40:04,Basil,Indoor,28.0,62.7,71,0
2026-07-30 12:40:06,Basil,Indoor,28.0,62.7,71,0
2026-07-30 12:40:08,Basil,Indoor,28.0,62.7,71,0
2026-07-30 12:40:10,Basil,Indoor,28.0,62.7,71,0
2026-07-30 12:40:12,Basil,Indoor,28.0,62.7,72,0
2026-07-30 12:40:14,Basil,Indoor,28.0,62.7,72,0
2026-07-30 12:40:16,Basil,Indoor,28.0,62.7,72,0
2026-07-30 12:40:18,Basil,Indoor,28.0,62.7,71,0
2026-07-30 12:40:20,Basil,Indoor,28.0,62.7,72,0
2026-07-30 12:40:22,Basil,Indoor,28.0,62.7,73,0
2026-07-30 12:40:24,Basil,Indoor,28.0,62.7,72,0
2026-07-30 12:40:26,Basil,Indoor,28.0,62.7,72,0
2026-07-30 12:40:28,Basil,Indoor,28.0,62.7,72,0
2026-07-30 12:40:30,Basil,Indoor,28.0,62.7,72,0
2026-07-30 12:40:32,Basil,Indoor,28.0,62.7,72,0
2026-07-30 12:40:35,Basil,Indoor,28.0,62.7,72,0
2026-07-30 12:40:37,Basil,Indoor,28.0,62.7,72,0
2026-07-30 12:40:39,Basil,Indoor,28.0,62.7,72,0
2026-07-30 12:40:41,Basil,Indoor,28.0,62.7,72,0
2026-07-30 12:40:43,Basil,Indoor,28.0,62.7,72,0
2026-07-30 12:40:45,Basil,Indoor,28.0,62.7,72,0
2026-07-30 12:40:47,Basil,Indoor,28.0,62.7,71,0
2026-07-30 12:40:49,Basil,Indoor,28.0,62.7,71,0
2026-07-30 12:40:51,Basil,Indoor,28.0,62.7,72,0
2026-07-30 12:40:53,Basil,Indoor,28.0,62.7,72,0
2026-07-30 12:40:55,Basil,Indoor,28.0,62.7,72,0
2026-07-30 12:40:57,Basil,Indoor,28.0,62.7,72,0
2026-07-30 12:40:59,Basil,Indoor,28.0,62.6,72,0
2026-07-30 12:41:01,Basil,Indoor,28.0,62.5,73,0
2026-07-30 12:41:03,Basil,Indoor,28.0,62.5,72,0
2026-07-30 12:41:05,Basil,Indoor,28.0,62.5,72,0
2026-07-30 12:41:07,Basil,Indoor,28.0,62.4,72,0
2026-07-30 12:41:10,Basil,Indoor,28.0,62.4,72,0
2026-07-30 12:41:12,Basil,Indoor,28.0,62.4,72,0
2026-07-30 12:41:14,Basil,Indoor,28.0,62.3,71,0
2026-07-30 12:41:16,Basil,Indoor,28.0,62.3,72,0
2026-07-30 12:41:18,Basil,Indoor,28.0,62.3,72,0
2026-07-30 12:41:20,Basil,Indoor,28.0,62.3,72,0
2026-07-30 12:41:22,Basil,Indoor,28.0,62.3,72,0
2026-07-30 12:41:24,Basil,Indoor,28.0,62.3,71,0
2026-07-30 12:41:26,Basil,Indoor,28.0,62.3,71,0
2026-07-30 12:41:28,Basil,Indoor,28.0,62.3,71,0
2026-07-30 12:41:30,Basil,Indoor,28.0,62.3,71,0
2026-07-30 12:41:32,Basil,Indoor,28.0,62.3,70,0
2026-07-30 12:41:34,Basil,Indoor,28.0,62.3,70,0
2026-07-30 12:41:36,Basil,Indoor,28.0,62.4,71,0
2026-07-30 12:41:38,Basil,Indoor,28.0,62.4,71,0
2026-07-30 12:41:40,Basil,Indoor,28.0,62.4,72,0
2026-07-30 12:41:42,Basil,Indoor,28.0,62.4,71,0
2026-07-30 12:41:44,Basil,Indoor,28.0,62.4,71,0
2026-07-30 12:41:47,Basil,Indoor,28.0,62.4,71,0
2026-07-30 12:41:49,Basil,Indoor,28.0,62.5,69,0
2026-07-30 12:41:51,Basil,Indoor,28.0,62.5,0,1
2026-07-30 12:41:53,Basil,Indoor,28.0,62.5,0,1
2026-07-30 12:41:55,Basil,Indoor,28.0,62.6,0,1
2026-07-30 12:41:57,Basil,Indoor,28.0,62.6,0,1
2026-07-30 12:41:59,Basil,Indoor,28.0,62.7,0,1
2026-07-30 12:42:01,Basil,Indoor,28.0,62.6,0,1
2026-07-30 12:42:03,Basil,Indoor,28.0,62.5,0,1
2026-07-30 12:42:05,Basil,Indoor,28.0,62.5,0,1
2026-07-30 13:01:12,Basil,Indoor,28.6,62.3,57,0
2026-07-30 13:01:14,Basil,Indoor,28.6,62.5,57,0
2026-07-30 13:01:16,Basil,Indoor,28.6,62.4,57,0
2026-07-30 13:01:18,Basil,Indoor,28.6,62.4,57,0
2026-07-30 13:01:20,Basil,Indoor,28.6,62.4,57,0
2026-07-30 13:01:22,Basil,Indoor,28.6,62.4,57,0
2026-07-30 13:01:24,Basil,Indoor,28.6,62.3,57,0
2026-07-30 13:01:27,Basil,Indoor,28.6,62.3,57,0
2026-07-30 13:01:29,Basil,Indoor,28.6,62.3,57,0
2026-07-30 13:01:31,Basil,Indoor,28.6,62.3,57,0
2026-07-30 13:01:33,Basil,Indoor,28.6,62.3,57,0
2026-07-30 13:01:35,Basil,Indoor,28.6,62.3,57,0
2026-07-30 13:01:37,Basil,Indoor,28.6,62.2,57,0
2026-07-30 13:01:39,Basil,Indoor,28.6,62.2,57,0
2026-07-30 13:01:41,Basil,Indoor,28.6,62.2,57,0
2026-07-30 13:01:43,Basil,Indoor,28.6,62.2,57,0
2026-07-30 13:01:45,Basil,Indoor,28.6,62.2,57,0
2026-07-30 13:01:47,Basil,Indoor,28.6,62.2,57,0
2026-07-30 13:01:49,Basil,Indoor,28.6,62.2,57,0
2026-07-30 13:01:51,Basil,Indoor,28.6,62.3,57,0
2026-07-30 13:01:53,Basil,Indoor,28.6,62.3,57,0
2026-07-30 13:01:55,Basil,Indoor,28.6,62.3,57,0
2026-07-30 13:01:57,Basil,Indoor,28.6,62.3,57,0
2026-07-30 13:01:59,Basil,Indoor,28.6,62.3,57,0
2026-07-30 13:02:01,Basil,Indoor,28.6,62.2,57,0
2026-07-30 13:02:04,Basil,Indoor,28.6,62.2,57,0
2026-07-30 13:02:06,Basil,Indoor,28.6,62.2,57,0
2026-07-30 13:02:08,Basil,Indoor,28.6,62.2,57,0
2026-07-30 13:02:10,Basil,Indoor,28.6,62.2,57,0
2026-07-30 13:02:12,Basil,Indoor,28.6,62.2,57,0
2026-07-30 13:02:14,Basil,Indoor,28.6,62.1,57,0
2026-07-30 13:02:16,Basil,Indoor,28.6,62.1,57,0
2026-07-30 13:02:18,Basil,Indoor,28.6,62.1,56,0
2026-07-30 13:02:20,Basil,Indoor,28.6,62.1,57,0
2026-07-30 13:02:22,Basil,Indoor,28.6,62.1,57,0
2026-07-30 13:02:24,Basil,Indoor,28.6,62.1,57,0
2026-07-30 13:02:26,Basil,Indoor,28.6,62.1,57,0
2026-07-30 13:02:28,Basil,Indoor,28.6,62.1,56,0
2026-07-30 13:02:30,Basil,Indoor,28.6,62.1,57,0
2026-07-30 13:02:32,Basil,Indoor,28.6,62.1,57,0
2026-07-30 13:02:34,Basil,Indoor,28.6,62.1,58,0
2026-07-30 13:02:36,Basil,Indoor,28.6,62.1,56,0
2026-07-30 13:02:39,Basil,Indoor,28.6,62.1,57,0
2026-07-30 13:02:41,Basil,Indoor,28.6,62.1,57,0
2026-07-30 13:02:43,Basil,Indoor,28.6,62.1,57,0
2026-07-30 13:02:45,Basil,Indoor,28.6,62.1,57,0
2026-07-30 13:02:47,Basil,Indoor,28.6,62.1,57,0
2026-07-30 13:02:49,Basil,Indoor,28.6,62.1,57,0
2026-07-30 13:02:51,Basil,Indoor,28.6,62.1,56,0
2026-07-30 13:02:53,Basil,Indoor,28.6,62.1,57,0
2026-07-30 13:02:55,Basil,Indoor,28.6,62.1,57,0
2026-07-30 13:02:57,Basil,Indoor,28.6,62.1,57,0
2026-07-30 13:02:59,Basil,Indoor,28.6,62.1,57,0
2026-07-30 13:03:01,Basil,Indoor,28.6,62.1,59,0
2026-07-30 13:03:03,Basil,Indoor,28.6,62.1,56,0
2026-07-30 13:03:05,Basil,Indoor,28.6,62.1,57,0
2026-07-30 13:03:07,Basil,Indoor,28.6,62.1,56,0
2026-07-30 13:03:09,Basil,Indoor,28.6,62.1,57,0
2026-07-30 13:03:11,Basil,Indoor,28.6,62.0,57,0
2026-07-30 13:03:13,Basil,Indoor,28.6,62.0,57,0
2026-07-30 13:03:16,Basil,Indoor,28.6,61.9,57,0
2026-07-30 13:03:18,Basil,Indoor,28.6,61.9,57,0
2026-07-30 13:03:20,Basil,Indoor,28.6,61.9,57,0
2026-07-30 13:03:22,Basil,Indoor,28.6,61.9,56,0
2026-07-30 13:03:24,Basil,Indoor,28.6,61.9,57,0
2026-07-30 13:03:26,Basil,Indoor,28.6,62.0,57,0
2026-07-30 13:03:28,Basil,Indoor,28.6,62.0,57,0
2026-07-30 13:03:30,Basil,Indoor,28.6,62.1,57,0
2026-07-30 13:03:32,Basil,Indoor,28.6,62.1,57,0
2026-07-30 13:03:34,Basil,Indoor,28.6,62.1,56,0
2026-07-30 13:03:36,Basil,Indoor,28.6,62.2,57,0
2026-07-30 13:03:38,Basil,Indoor,28.6,62.2,57,0
2026-07-30 13:03:40,Basil,Indoor,28.6,62.3,56,0
2026-07-30 13:03:42,Basil,Indoor,28.6,62.3,56,0
2026-07-30 13:03:44,Basil,Indoor,28.6,62.3,56,0
2026-07-30 13:03:46,Basil,Indoor,28.6,62.3,56,0
2026-07-30 13:03:48,Basil,Indoor,28.6,62.4,56,0
2026-07-30 13:03:50,Basil,Indoor,28.6,62.4,56,0
2026-07-30 13:03:52,Basil,Indoor,28.6,62.5,56,0
2026-07-30 13:03:55,Basil,Indoor,28.6,62.5,56,0
